variance,amplitude_max,energie,nb_changements_signe,label
0.04777107014224557,0.7910761248488457,17.548295571148806,16,0
0.039935753249853906,0.7987001721686008,12.057011345171752,17,0
0.052503199921139956,0.8350637266236521,18.65231742158952,17,0
0.04310481717092679,0.7836880093454622,13.826782793043392,17,0
0.042955081172585556,0.7846180617566073,12.860818970929756,17,0
0.0694133761527052,1.135272469871929,44.05738333849417,14,1
0.11944816063355593,1.3420301254419151,43.64674847171469,16,1
0.11999849680462571,1.4568852650015598,53.19162063246689,13,1
0.07949877673593493,1.1191511063531876,68.36887758964397,15,1
0.06255302485477969,1.0587963639033346,12.986527863836436,15,1
0.10100187061074918,1.2091722811069525,43.27794974440699,14,1
0.15829633386528988,1.537040221541584,69.33392152947648,16,1
0.11700839270264636,1.3617732669204672,46.17220426825992,13,1
0.08909740968370908,1.2245082528705313,86.00849297371715,14,1
0.06265270830534696,0.8823993861693278,13.399856604483237,17,1
0.061061947497519246,1.2160899077027918,56.392679000447735,12,1
0.13505551752235342,1.3255879582031231,43.96296467329348,15,1
0.15755422371260774,1.6022449724509267,76.38244352588706,9,1
0.11298783935997352,1.4236627460061548,76.59718223051259,12,1
0.09882692112141075,1.287947290169774,20.071175983966853,12,1
0.16706774647800754,1.686155118579775,102.2625809077367,14,1
0.3921488646355531,2.0219716287739846,142.8514101676382,16,1
0.3078742041458797,2.040401149620366,117.6067092465685,13,1
0.19181529409064432,1.8634881855500747,197.55099173162992,13,1
0.15393029338576125,1.5613030305257802,30.864318093183506,12,1
0.10905329299797949,1.2669734643174886,46.51836368273807,16,1
0.1484444746007334,1.485787765292281,67.61455249814038,15,1
0.12356826251309838,1.4985349925094944,46.5508725351612,15,1
0.08754645335160938,1.1271124186131523,86.21384958678094,14,1
0.07556046626041309,1.0951403465497078,16.5805049051028,12,1
0.11314977268297577,1.3833429231983423,78.67936861182821,11,1
0.2696217159036962,1.7072420393479306,88.81074251513385,16,1
0.2232218208141405,1.736879369773995,87.8044201453537,12,1
0.13635295566593345,1.398100130738061,139.36829137239874,17,1
0.08006721174261701,1.1649413436408982,16.06553571643624,13,1
0.08548844784109004,1.2709211803794576,66.22792970144744,13,1
0.1712092989555355,1.41427990913941,57.65748792597284,13,1
0.19605113568929455,1.7364524078544998,84.12266681673067,13,1
0.11053006335236548,1.466558400283659,99.6495413256449,14,1
0.10562101569185689,1.356781296422357,21.4139068594161,14,1
0.045507688492459675,0.8541982766063829,32.382940098939294,16,0
0.05711194029597623,1.0062390682847606,19.28880871118813,19,0
0.07326747268057367,1.099679237596384,36.15765526041848,15,0
0.06253405492009068,1.0964845188167491,33.184360851574276,17,0
0.06569621152471096,1.0805244489701131,15.382004482478088,15,0
0.11921428055512273,1.377460029812563,49.23470281686706,13,1
0.17707850580941717,1.5837442982204262,84.62664079779195,14,1
0.11907605408427814,1.4186776866906698,48.97473427752445,10,1
0.11599056013611482,1.339419559010543,103.72609024229308,11,1
0.0883253343948708,1.1268923329331786,18.367053928757976,13,1
0.08827725552155755,1.2055317313452891,52.40621703844202,16,1
0.16198932012936024,1.4465731922407552,61.12768734292073,19,1
0.14212469681548348,1.5128807283057468,58.242568551451214,15,1
0.09095821816740328,1.2643352626200899,89.10547418362643,12,1
0.08363493313402483,1.2252677362336228,17.437378319211568,12,1
0.14117207252353453,1.3890834979488587,58.789186562121394,15,1
0.23816850100720927,1.735914072039444,106.32874668147984,14,1
0.15257322413742963,1.5153392527837417,57.83695858069771,13,1
0.11002567708472949,1.3740659256744177,124.48801952806681,11,1
0.1034356010473348,1.250105934465626,22.01388123016569,13,1
0.047009854658235435,0.9843400083850498,39.154315246140285,16,0
0.0761843565822697,1.1058628405198005,24.98110558339493,17,0
0.0990443969024846,1.3202836887903413,53.6490654481315,17,0
0.07382123337422204,1.1447807789907858,44.469689851658785,15,0
0.07801863395971402,1.1394691884981047,17.198940559071918,16,0
